MSSV,HoTenSV,GioiTinh,MaLop,Email,DoB,TrangThai,CCCD,SDT
20236181,NGUYỄN HUY HOÀNG,Nam,IT-E10-K68-03,hoang.nh236181@sis.hust.edu.vn,2005-01-17,1,645794395027,0998876767
20236182,ĐỖ MẠNH HÙNG,Nam,IT-E10-K68-03,hung.dm236182@sis.hust.edu.vn,2005-01-28,1,006455216562,0906597309
20236185,NGUYỄN TRẦN HÙNG,Nam,IT-E10-K68-03,hung.nt236185@sis.hust.edu.vn,2005-12-22,1,310499836048,0935457993
20236189,LÊ QUANG HUY,Nam,IT-E10-K68-03,huy.lq236189@sis.hust.edu.vn,2005-12-26,1,841400212460,0914326127
20236190,NGUYỄN ĐÌNH HUY,Nam,IT-E10-K68-03,huy.nd236190@sis.hust.edu.vn,2005-06-15,1,192105788916,0953074513
20236191,NGUYỄN ĐỨC HUY,Nam,IT-E10-K68-03,huy.nd236191@sis.hust.edu.vn,2005-06-06,1,077408353870,0979480638
20236195,PHẠM QUANG HUY,Nam,IT-E10-K68-03,huy.pq236195@sis.hust.edu.vn,2005-04-23,1,741806899888,0932461537
20236196,THÁI MẠNH HUY,Nam,IT-E10-K68-04,huy.tm236196@sis.hust.edu.vn,2005-04-16,1,397656189648,0901443486
20236200,ĐOÀN DUY KHÁNH,Nam,IT-E10-K68-03,khanh.dd236200@sis.hust.edu.vn,2005-10-30,1,879205780922,0935272434
20236201,HOÀNG ĐỨC KHÁNH,Nam,IT-E10-K68-03,khanh.hd236201@sis.hust.edu.vn,2005-09-30,1,126004407299,0957184903
20236202,TRẦN CÔNG KHÁNH,Nam,IT-E10-K68-04,khanh.tc236202@sis.hust.edu.vn,2005-04-27,1,481231986993,0969061285
20236205,NGUYỄN MẠNH KHỞI,Nam,IT-E10-K68-03,khoi.nm236205@sis.hust.edu.vn,2005-03-22,1,009368363776,0997500327
20236206,DƯƠNG MINH KHUÊ,Nam,IT-E10-K68-03,khue.dm236206@sis.hust.edu.vn,2005-02-13,1,846911305419,0930954673
20236207,ĐÀO VĂN KIÊN,Nam,IT-E10-K68-03,kien.dv236207@sis.hust.edu.vn,2005-08-31,1,006999805576,0910635884
20236208,LÊ TRUNG KIÊN,Nam,IT-E10-K68-03,kien.lt236208@sis.hust.edu.vn,2005-12-25,1,510794833778,0923489766
20236209,NGUYỄN ĐỨC KIÊN,Nam,IT-E10-K68-03,kien.nd236209@sis.hust.edu.vn,2005-04-17,1,642103868203,0950582636
20236211,TRẦN TRUNG KIÊN,Nam,IT-E10-K68-04,kien.tt236211@sis.hust.edu.vn,2005-08-26,1,602820268462,0949662226
20236212,TRẦN VĂN KIÊN,Nam,IT-E10-K68-04,kien.tv236212@sis.hust.edu.vn,2005-01-18,1,674650563555,0988338604
20236213,NGUYỄN ANH KIỆT,Nam,IT-E10-K68-03,kiet.na236213@sis.hust.edu.vn,2005-09-30,1,392978567996,0931473473
20236214,ĐOÀN VIỆT QUANG LÂM,Nam,IT-E10-K68-03,lam.dvq236214@sis.hust.edu.vn,2005-06-02,1,394737996528,0902948581
20236217,NGUYỄN ĐỨC HẢI LÂM,Nam,IT-E10-K68-03,lam.ndh236217@sis.hust.edu.vn,2005-09-04,1,963215098682,0972761808
20236219,NGUYỄN THỊ LINH,Nu,IT-E10-K68-03,linh.nt236219@sis.hust.edu.vn,2005-04-09,1,748445182804,0955937167
20236220,NGUYỄN VĂN LỘC,Nam,IT-E10-K68-03,loc.nv236220@sis.hust.edu.vn,2005-11-07,1,551522861748,0907949931
20236221,NGUYỄN THÀNH LỢI,Nam,IT-E10-K68-04,loi.nt236221@sis.hust.edu.vn,2005-06-13,1,742928004584,0947614211
20236222,LÊ ĐÌNH LONG,Nam,IT-E10-K68-03,long.ld236222@sis.hust.edu.vn,2005-02-04,1,151926607966,0933120671
20236223,NGÔ HOÀNG LONG,Nam,IT-E10-K68-03,long.nh236223@sis.hust.edu.vn,2005-09-22,1,200253786705,0900764881
20236224,NGUYỄN BẢO LONG,Nam,IT-E10-K68-03,long.nb236224@sis.hust.edu.vn,2005-01-18,1,437482752313,0916446734
20236225,NGUYỄN THÀNH LONG,Nam,IT-E10-K68-03,long.nt236225@sis.hust.edu.vn,2005-01-25,1,509888490205,0905604045
20236226,NGUYỄN THÀNH LONG,Nam,IT-E10-K68-03,long.nt236226@sis.hust.edu.vn,2005-10-27,1,750536819687,0958456277
20236227,NGUYỄN TIẾN HOÀNG LONG,Nam,IT-E10-K68-03,long.nth236227@sis.hust.edu.vn,2005-09-09,1,671203438817,0960232890
20236230,TRẦN KHÁNH LONG,Nam,IT-E10-K68-04,long.tk236230@sis.hust.edu.vn,2005-07-03,1,998034236950,0918318450
20236231,NGUYỄN THÁI LƯƠNG,Nam,IT-E10-K68-04,luong.nt236231@sis.hust.edu.vn,2005-08-10,1,921819829309,0905954567
20236232,ĐỖ TIẾN MẠNH,Nam,IT-E10-K68-04,manh.dt236232@sis.hust.edu.vn,2005-12-30,1,532268900919,0948270752
20236233,LÊ KHÔI MẠNH,Nam,IT-E10-K68-04,manh.lk236233@sis.hust.edu.vn,2005-08-28,1,816730930299,0963553212
20236235,TRỊNH TRƯỜNG MẠNH,Nam,IT-E10-K68-04,manh.tt236235@sis.hust.edu.vn,2005-11-28,1,727467844008,0973074288
20236241,NGUYỄN ĐỨC MINH,Nam,IT-E10-K68-04,minh.nd236241@sis.hust.edu.vn,2005-10-12,1,471310940078,0916432606
20236244,NGUYỄN TUẤN MINH,Nam,IT-E10-K68-04,minh.nt236244@sis.hust.edu.vn,2005-10-10,1,407697542018,0954550954
20236245,NGUYỄN XUÂN MINH,Nam,IT-E10-K68-04,minh.nx236245@sis.hust.edu.vn,2005-03-19,1,504455114253,0988574697
20236250,VŨ TUẤN MINH,Nam,IT-E10-K68-04,minh.vt236250@sis.hust.edu.vn,2005-03-17,1,915369569245,0991960694
20236251,VŨ VIẾT MINH,Nam,IT-E10-K68-04,minh.vv236251@sis.hust.edu.vn,2005-11-13,1,851926063980,0950080950
20236254,NGUYỄN THÀNH NAM,Nam,IT-E10-K68-04,nam.nt236254@sis.hust.edu.vn,2005-11-01,1,948269369032,0923891835
20236255,NGUYỄN VĂN THÀNH NAM,Nam,IT-E10-K68-04,nam.nvt236255@sis.hust.edu.vn,2005-12-06,1,349783712392,0903216351
20236256,PHẠM HẢI NAM,Nam,IT-E10-K68-04,nam.ph236256@sis.hust.edu.vn,2005-05-07,1,111466490767,0946084192
20236257,TRẦN VŨ HOÀI NAM,Nam,IT-E10-K68-04,nam.tvh236257@sis.hust.edu.vn,2005-11-27,1,969810189651,0946652520
20236258,TRƯƠNG TIẾN NAM,Nam,IT-E10-K68-04,nam.tt236258@sis.hust.edu.vn,2005-12-23,1,423195463068,0971640174
20236260,ĐẶNG MINH NGỌC,Nam,IT-E10-K68-04,ngoc.dm236260@sis.hust.edu.vn,2005-12-19,1,312422368035,0941290663
20236261,ĐẶNG ĐÌNH NGUYÊN,Nam,IT-E10-K68-04,nguyen.dd236261@sis.hust.edu.vn,2005-12-31,1,127266101657,0939761063
20236262,KHUẤT ĐÌNH NGUYÊN,Nam,IT-E10-K68-04,nguyen.kd236262@sis.hust.edu.vn,2005-08-20,1,606254895782,0983844260
20236264,NGUYỄN ĐỖ NGUYÊN,Nam,IT-E10-K68-04,nguyen.nd236264@sis.hust.edu.vn,2005-11-23,1,373448381548,0935191411
20236265,NGUYỄN ĐỨC NHÂN,Nam,IT-E10-K68-04,nhan.nd236265@sis.hust.edu.vn,2005-11-16,1,639225463978,0914038500
20236267,NGÔ VĂN NHẬT,Nam,IT-E10-K68-04,nhat.nv236267@sis.hust.edu.vn,2005-06-17,1,784248658254,0950008831
20236270,NGUYỄN TRẦN CẨM NHUNG,Nu,IT-E10-K68-04,nhung.ntc236270@sis.hust.edu.vn,2005-12-22,1,147695607643,0923821313
20236271,NGÔ HỒNG PHÁT,Nam,IT-E10-K68-04,phat.nh236271@sis.hust.edu.vn,2005-06-28,1,747978897530,0902525510
20236273,LỤC DĨNH PHONG,Nam,IT-E10-K68-04,phong.ld236273@sis.hust.edu.vn,2005-06-12,1,882338860893,0933592902
20236275,NGUYỄN VŨ PHONG,Nam,IT-E10-K68-04,phong.nv236275@sis.hust.edu.vn,2005-09-30,1,032628555812,0915535574
20236276,BÙI GIA PHÚC,Nam,IT-E10-K68-04,phuc.bg236276@sis.hust.edu.vn,2005-12-27,1,678893088995,0992839824
20236277,ĐỖ LÊ MINH PHÚC,Nam,IT-E10-K68-04,phuc.dlm236277@sis.hust.edu.vn,2005-09-06,1,605311965202,0924136513
20236280,NGUYỄN XUÂN PHÚC,Nam,IT-E10-K68-04,phuc.nx236280@sis.hust.edu.vn,2005-06-02,1,390889814487,0923035369
20236281,TRỊNH VIỆT PHÚC,Nam,IT-E10-K68-04,phuc.tv236281@sis.hust.edu.vn,2005-11-03,1,979099065045,0920443426
20236286,HOÀNG ANH QUÂN,Nam,IT-E10-K68-04,quan.ha236286@sis.hust.edu.vn,2005-03-28,1,084874182087,0981106813
20236290,TRƯƠNG MẠNH QUÂN,Nam,IT-E10-K68-04,quan.tm236290@sis.hust.edu.vn,2005-07-29,1,800718150847,0957038638
20236291,CẤN QUỐC QUANG,Nam,IT-E10-K68-04,quang.cq236291@sis.hust.edu.vn,2005-10-05,1,449777503916,0953772839
20236296,NGUYỄN MINH QUANG,Nam,IT-E10-K68-04,quang.nm236296@sis.hust.edu.vn,2005-07-14,1,339309493395,0908336231
20236297,NGUYỄN NHƯ QUANG,Nam,IT-E10-K68-04,quang.nn236297@sis.hust.edu.vn,2005-08-14,1,398883115871,0974432867
20236301,BÙI HỮU SANG,Nam,IT-E10-K68-04,sang.bh236301@sis.hust.edu.vn,2005-07-09,1,524994037603,0939198420
20236303,CAO VĂN SƠN,Nam,IT-E10-K68-04,son.cv236303@sis.hust.edu.vn,2005-09-08,1,384938948214,0974874215
20236304,HOÀNG THÁI SƠN,Nam,IT-E10-K68-04,son.ht236304@sis.hust.edu.vn,2005-10-08,1,588893954259,0969824334
20236306,NGUYỄN ĐỨC SƠN,Nam,IT-E10-K68-05,son.nd236306@sis.hust.edu.vn,2005-11-22,1,724534873594,0952794437
20236307,NGUYỄN HÀ SƠN,Nam,IT-E10-K68-05,son.nh236307@sis.hust.edu.vn,2005-07-10,1,466117286557,0974675333
20236308,NGUYỄN HOÀI SƠN,Nam,IT-E10-K68-05,son.nh236308@sis.hust.edu.vn,2005-11-14,1,335414858847,0943681431
20236310,VŨ XUÂN SƠN,Nam,IT-E10-K68-05,son.vx236310@sis.hust.edu.vn,2005-08-28,1,177827015684,0957869217
20236313,PHẠM MINH TÂM,Nam,IT-E10-K68-05,tam.pm236313@sis.hust.edu.vn,2005-02-08,1,359979844987,0906382273
20236315,TRẦN MINH THÁI,Nam,IT-E10-K68-05,thai.tm236315@sis.hust.edu.vn,2005-10-20,1,239174190200,0900440276
20236316,TRẦN VĂN THÁI,Nam,IT-E10-K68-05,thai.tv236316@sis.hust.edu.vn,2005-01-28,1,304491285518,0950924816
20236322,NGUYỄN PHÚ THÀNH,Nam,IT-E10-K68-05,thanh.np236322@sis.hust.edu.vn,2005-10-30,1,632766989649,0963609048
20236323,NGUYỄN TIẾN THÀNH,Nam,IT-E10-K68-05,thanh.nt236323@sis.hust.edu.vn,2005-05-19,1,282151510270,0950248611
20236324,PHẠM CÔNG THÀNH,Nam,IT-E10-K68-05,thanh.pc236324@sis.hust.edu.vn,2005-07-10,1,665976064899,0982242201
20236325,PHẠM VĂN THÀNH,Nam,IT-E10-K68-05,thanh.pv236325@sis.hust.edu.vn,2005-10-12,1,114181917267,0910364356
20236327,TRẦN QUANG THẾ,Nam,IT-E10-K68-05,the.tq236327@sis.hust.edu.vn,2005-03-16,1,175672120578,0956742992
20236331,NGUYỄN TIẾN THỊNH,Nam,IT-E10-K68-05,thinh.nt236331@sis.hust.edu.vn,2005-10-19,1,310133312186,0984837680
20236332,PHÙNG QUANG THỊNH,Nam,IT-E10-K68-05,thinh.pq236332@sis.hust.edu.vn,2005-02-27,1,311484122938,0901229022
20236334,PHẠM VĂN THỦY,Nam,IT-E10-K68-05,thuy.pv236334@sis.hust.edu.vn,2005-09-27,1,126998802765,0959812336
20236335,MẠC VĂN TIẾN,Nam,IT-E10-K68-04,tien.mv236335@sis.hust.edu.vn,2005-05-17,1,609620422692,0925373206
20236336,ĐẶNG NHÂN TIỆP,Nam,IT-E10-K68-04,tiep.dn236336@sis.hust.edu.vn,2005-05-27,1,439799082875,0943779925
20236338,VƯƠNG ĐÌNH MINH TRÍ,Nam,IT-E10-K68-05,tri.vdm236338@sis.hust.edu.vn,2005-11-13,1,869599046995,0903459750
20236341,NGUYỄN PHÚC TRUNG,Nam,IT-E10-K68-05,trung.np236341@sis.hust.edu.vn,2005-04-15,1,564190423641,0971715962
20236342,NGUYỄN THÀNH TRUNG,Nam,IT-E10-K68-05,trung.nt236342@sis.hust.edu.vn,2005-05-04,1,893226902832,0931465565
20236343,PHẠM QUANG TRUNG,Nam,IT-E10-K68-05,trung.pq236343@sis.hust.edu.vn,2005-07-23,1,893597617646,0952402114
20236344,TRẦN THÀNH TRUNG,Nam,IT-E10-K68-05,trung.tt236344@sis.hust.edu.vn,2005-03-11,1,939312886390,0912450103
20236345,AN VĂN TRƯỜNG,Nam,IT-E10-K68-04,truong.av236345@sis.hust.edu.vn,2005-06-21,1,804566559199,0964932971
20236346,LƯU XUÂN TRƯỜNG,Nam,IT-E10-K68-04,truong.lx236346@sis.hust.edu.vn,2005-07-19,1,832948923886,0921675550
20236347,NGÔ VĨNH NAM TRƯỜNG,Nam,IT-E10-K68-05,truong.nvn236347@sis.hust.edu.vn,2005-08-09,1,584930797652,0927438749
20236348,NGUYỄN THANH TRƯỜNG,Nam,IT-E10-K68-05,truong.nt236348@sis.hust.edu.vn,2005-01-12,1,617145117015,0926256312
20236349,TRẦN ĐẮC CÔNG TRƯỜNG,Nam,IT-E10-K68-05,truong.tdc236349@sis.hust.edu.vn,2005-03-17,1,461380321030,0951921225
20236350,TRIỆU ANH TÚ,Nam,IT-E10-K68-05,tu.ta236350@sis.hust.edu.vn,2005-06-26,1,211920323047,0950196489
20236351,ĐẶNG ANH TUẤN,Nam,IT-E10-K68-04,tuan.da236351@sis.hust.edu.vn,2005-01-14,1,874063525231,0986442297
20236352,ĐÀO MINH TUẤN,Nam,IT-E10-K68-04,tuan.dm236352@sis.hust.edu.vn,2005-06-20,1,699924348574,0990635283
20236354,LẠI VIỆT TUẤN,Nam,IT-E10-K68-04,tuan.lv236354@sis.hust.edu.vn,2005-01-03,1,431991172425,0944089738
20236357,NGUYỄN NGỌC TUẤN,Nam,IT-E10-K68-05,tuan.nn236357@sis.hust.edu.vn,2005-10-10,1,908513415519,0921987496
20236358,NGUYỄN VĂN TUẤN,Nam,IT-E10-K68-05,tuan.nv236358@sis.hust.edu.vn,2005-02-13,1,373834619646,0920954822
20236359,LÊ HOÀNG TÙNG,Nam,IT-E10-K68-04,tung.lh236359@sis.hust.edu.vn,2005-10-08,1,926237310214,0900254189
20236362,VŨ THANH TÙNG,Nam,IT-E15-K68-01,tung.vt236362@sis.hust.edu.vn,2005-10-19,1,233997593851,0916236230
20236363,VŨ THANH TÙNG,Nam,IT-E15-K68-01,tung.vt236363@sis.hust.edu.vn,2005-08-19,1,109818767858,0906200695
20236365,NGUYỄN SỸ VIỆT,Nam,IT-E10-K68-05,viet.ns236365@sis.hust.edu.vn,2005-11-10,1,980578521248,0971687176
20236367,PHÙNG PHÚ VIỆT,Nam,IT-E15-K68-01,viet.pp236367@sis.hust.edu.vn,2005-06-17,1,642623269597,0906250109
20236370,TRIỆU THẾ VINH,Nam,IT-E15-K68-01,vinh.tt236370@sis.hust.edu.vn,2005-01-26,1,384635707721,0973567527
20236373,NGÔ HÁN QUANG VŨ,Nam,IT-E10-K68-05,vu.nhq236373@sis.hust.edu.vn,2005-11-12,1,524469296936,0941532068
20236374,NGUYỄN MINH VŨ,Nam,IT-E10-K68-05,vu.nm236374@sis.hust.edu.vn,2004-04-28,1,503195548898,0927001572
20236375,NGUYỄN VĂN LONG VŨ,Nam,IT-E10-K68-05,vu.nvl236375@sis.hust.edu.vn,2005-01-11,1,840492033251,0939241300
20236376,PHẠM BÁ VŨ,Nam,IT-E10-K68-05,vu.pb236376@sis.hust.edu.vn,2005-11-14,1,440588968284,0902570584
20236377,TRƯƠNG MẠNH VŨ,Nam,IT-E15-K68-01,vu.tm236377@sis.hust.edu.vn,2005-05-01,1,806762374757,0995669435
20236378,LÊ TUẤN VƯƠNG,Nam,IT-E10-K68-05,vuong.lt236378@sis.hust.edu.vn,2005-01-29,1,363184682431,0994584037
20236379,CHỬ QUỐC AN,Nam,IT-E10-K68-05,an.cq236379@sis.hust.edu.vn,2005-12-20,1,639647869988,0936071824
20236380,ĐOÀN QUANG AN,Nam,IT-E10-K68-05,an.dq236380@sis.hust.edu.vn,2005-12-17,1,884647664506,0934108360
20236381,LÊ QUỐC AN,Nam,IT-E10-K68-05,an.lq236381@sis.hust.edu.vn,2005-09-28,1,051475072327,0923412457
20236382,NGUYỄN BÌNH AN,Nam,IT-E10-K68-05,an.nb236382@sis.hust.edu.vn,2005-03-14,1,016197670266,0937861466
20236383,NGUYỄN CÔNG AN,Nam,IT-E10-K68-05,an.nc236383@sis.hust.edu.vn,2005-12-07,1,844480360713,0908655782
20236385,NGUYỄN HUY AN,Nam,IT-E10-K68-05,an.nh236385@sis.hust.edu.vn,2005-06-24,1,899348097759,0923706703
20236386,NGUYỄN KHÁNH AN,Nam,IT-E10-K68-05,an.nk236386@sis.hust.edu.vn,2005-12-06,1,487290887615,0972525337
20236387,NGUYỄN VĂN AN,Nam,IT-E10-K68-05,an.nv236387@sis.hust.edu.vn,2005-12-26,1,164394261468,0964621120
20236389,PHÙNG LONG AN,Nam,IT-E15-K68-01,an.pl236389@sis.hust.edu.vn,2005-06-20,1,737873255962,0975073270
20236390,TRẦN NGỌC ÂN,Nam,IT-E6-K68-05,an.tn236390@sis.hust.edu.vn,2004-10-14,1,540043786671,0944802084
20236391,AN NGUYỄN TUỆ ANH,Nu,IT-E10-K68-05,anh.ant236391@sis.hust.edu.vn,2005-10-23,1,619972919691,0975580207
20236392,BÙI MINH ANH,Nam,IT-E10-K68-05,anh.bm236392@sis.hust.edu.vn,2004-08-17,1,919091670698,0932805214
20236393,ĐẶNG TUẤN ANH,Nam,IT-E10-K68-05,anh.dt236393@sis.hust.edu.vn,2005-06-27,1,882985742653,0943077230
20236394,ĐÀO DUY ANH,Nam,IT-E10-K68-05,anh.dd236394@sis.hust.edu.vn,2005-07-12,1,504904350736,0923220485
20236396,ĐOÀN PHƯƠNG ANH,Nu,IT-E10-K68-05,anh.dp236396@sis.hust.edu.vn,2005-06-21,1,646311256705,0953494174
20236398,HOÀNG THỊ CẨM ANH,Nu,IT-E10-K68-05,anh.htc236398@sis.hust.edu.vn,2005-01-13,1,735774997375,0907404977
20236399,LÊ HOÀNG ANH,Nam,IT-E10-K68-05,anh.lh236399@sis.hust.edu.vn,2005-11-23,1,162923916394,0959247028
20236400,LÊ TUẤN ANH,Nam,IT-E10-K68-05,anh.lt236400@sis.hust.edu.vn,2005-01-21,1,473579711721,0959048773
20236401,LÊ VĂN HOÀNG ANH,Nam,IT-E10-K68-05,anh.lvh236401@sis.hust.edu.vn,2005-03-16,1,531699551764,0988703459
20236403,NGÔ ĐỨC ANH,Nam,IT-E10-K68-05,anh.nd236403@sis.hust.edu.vn,2005-09-14,1,840074354633,0953926801
20236404,NGUYỄN ĐỨC ANH,Nam,IT-E10-K68-05,anh.nd236404@sis.hust.edu.vn,2005-11-05,1,176117048762,0926278122
20236406,NGUYỄN ĐỨC ANH,Nam,IT-E10-K68-05,anh.nd236406@sis.hust.edu.vn,2005-09-10,1,785555011393,0913943141
20236412,NGUYỄN QUỐC ANH,Nam,IT-E6-K68-05,anh.nq236412@sis.hust.edu.vn,2005-09-15,1,340492054205,0928416606
20236414,NGUYỄN VĂN ANH,Nam,IT-E6-K68-05,anh.nv236414@sis.hust.edu.vn,2005-10-17,1,399354203976,0914427284
20236415,NGUYỄN VIỆT ANH,Nam,IT-E6-K68-05,anh.nv236415@sis.hust.edu.vn,2005-07-30,1,523301664295,0918368980
20236416,NGUYỄN VIỆT ANH,Nam,IT-E6-K68-05,anh.nv236416@sis.hust.edu.vn,2005-04-16,1,348544062439,0919165092
20236418,PHẠM QUỐC ANH,Nam,IT-E6-K68-05,anh.pq236418@sis.hust.edu.vn,2005-07-13,1,912622484297,0998815966
20236419,PHẠM THẾ ANH,Nam,IT-E6-K68-05,anh.pt236419@sis.hust.edu.vn,2005-02-16,1,202930916289,0905017560
20236420,PHẠM TUẤN ANH,Nam,IT-E6-K68-05,anh.pt236420@sis.hust.edu.vn,2005-03-20,1,642085327433,0905989984
20236422,TRẦN ĐỨC ANH,Nam,IT-E6-K68-05,anh.td236422@sis.hust.edu.vn,2005-03-30,1,373243251231,0968651676
20236423,TRẦN VŨ VIỆT ANH,Nam,IT-E6-K68-03,anh.tvv236423@sis.hust.edu.vn,2005-08-28,1,312854103104,0950472025
20236424,VŨ HỒNG ANH,Nam,IT-E6-K68-05,anh.vh236424@sis.hust.edu.vn,2005-11-05,1,585038974494,0941103415
20236427,LÊ VIẾT ÁNH,Nam,IT-E6-K68-04,anh.lv236427@sis.hust.edu.vn,2005-06-22,1,300053864065,0926716689
20236428,NGHIÊM XUÂN BẮC,Nam,IT-E6-K68-04,bac.nx236428@sis.hust.edu.vn,2005-11-13,1,435672923396,0937686395
20236429,NGUYỄN HỒ BẮC,Nam,IT-E6-K68-05,bac.nh236429@sis.hust.edu.vn,2005-04-01,1,577301044554,0975591338
20236430,BÙI NGỌC BÁCH,Nam,IT-E6-K68-04,bach.bn236430@sis.hust.edu.vn,2005-11-09,1,047663812569,0997057894
20236432,NGUYỄN HUY BÁCH,Nam,IT-E6-K68-05,bach.nh236432@sis.hust.edu.vn,2005-05-22,1,709903314439,0963777977
20236434,NGUYỄN QUỐC BẢO,Nam,IT-E6-K68-05,bao.nq236434@sis.hust.edu.vn,2005-02-01,1,059188937823,0938260540
20236435,NGUYỄN QUỐC BẢO,Nam,IT-E6-K68-05,bao.nq236435@sis.hust.edu.vn,2005-08-02,1,735460265293,0952948512
20236436,ĐẶNG ĐỨC BIÊN,Nam,IT-E6-K68-04,bien.dd236436@sis.hust.edu.vn,2005-08-02,1,441044876762,0961676902
20236438,LÊ VĂN BÌNH,Nam,IT-E6-K68-04,binh.lv236438@sis.hust.edu.vn,2005-09-20,1,760710547455,0995324567
20236440,HÀ VĂN CA,Nam,IT-E6-K68-04,ca.hv236440@sis.hust.edu.vn,2005-10-26,1,484096787389,0956074692
20236441,PHÙNG ĐỨC CẢNH,Nam,IT-E7-K68-01,canh.pd236441@sis.hust.edu.vn,2005-11-07,1,351444309904,0907498079
20236443,ĐỖ VĂN CHI,Nam,IT-E6-K68-05,chi.dv236443@sis.hust.edu.vn,2005-11-08,1,320571078286,0937791303
20236444,LÊ BẢO CHI,Nu,IT-E6-K68-05,chi.lb236444@sis.hust.edu.vn,2005-12-19,1,927851974896,0950552079
20236445,LÊ VŨ NAM CHIẾN,Nam,IT-E6-K68-05,chien.lvn236445@sis.hust.edu.vn,2005-11-17,1,744048095069,0920367811
20236447,LÊ ĐỨC CHÍNH,Nam,IT-E6-K68-05,chinh.ld236447@sis.hust.edu.vn,2005-06-24,1,786246308857,0932019723
20236449,ĐINH THÀNH CÔNG,Nam,IT-E6-K68-05,cong.dt236449@sis.hust.edu.vn,2005-10-24,1,242247289272,0925064476
20236450,ĐỖ TRÍ THÀNH CÔNG,Nam,IT-E6-K68-05,cong.dtt236450@sis.hust.edu.vn,2005-12-26,1,526481993055,0988047569
20236451,VŨ XUÂN CÔNG,Nam,IT-E7-K68-01,cong.vx236451@sis.hust.edu.vn,2005-10-18,1,822932541205,0947323564
20236452,ĐOÀN MẠNH CƯỜNG,Nam,IT-E6-K68-05,cuong.dm236452@sis.hust.edu.vn,2005-03-09,1,897380622008,0906719621
20236453,LÊ MẠNH CƯỜNG,Nam,IT-E6-K68-05,cuong.lm236453@sis.hust.edu.vn,2005-11-25,1,643839223909,0901760751
20236454,NGUYỄN PHÚC MẠNH CƯỜNG,Nam,IT-E7-K68-01,cuong.npm236454@sis.hust.edu.vn,2005-02-25,1,156519932818,0972977715
20236456,PHẠM HÙNG CƯỜNG,Nam,IT-E7-K68-01,cuong.ph236456@sis.hust.edu.vn,2005-04-21,1,179325984957,0970729850
20236457,PHẠM XUÂN CƯỜNG,Nam,IT-E7-K68-01,cuong.px236457@sis.hust.edu.vn,2005-04-18,1,998514595440,0987067749
20236459,NGUYỄN HOÀNG ĐẠI,Nam,IT-E6-K68-05,dai.nh236459@sis.hust.edu.vn,2005-03-08,1,357843725344,0917718616
20236460,NGUYỄN ANH ĐÀN,Nam,IT-E6-K68-05,dan.na236460@sis.hust.edu.vn,2005-08-23,1,812399699177,0953044001
20236461,ĐINH THẾ HẢI ĐĂNG,Nam,IT-E6-K68-05,dang.dth236461@sis.hust.edu.vn,2005-02-07,1,215001032887,0948368513
20236466,TRẦN HẢI ĐĂNG,Nam,IT-E7-K68-01,dang.th236466@sis.hust.edu.vn,2005-10-13,1,773422608872,0941605766
20236468,VŨ ĐÌNH ĐĂNG,Nam,IT-E7-K68-01,dang.vd236468@sis.hust.edu.vn,2005-05-02,1,760020549185,0955192976
20236469,BÙI QUANG DANH,Nam,IT-E6-K68-05,danh.bq236469@sis.hust.edu.vn,2005-03-23,1,479587231278,0974214687
20236470,QUÁCH THÀNH DANH,Nam,IT-E7-K68-01,danh.qt236470@sis.hust.edu.vn,2005-08-11,1,271972728215,0913342303
20236472,BÙI TIẾN ĐẠT,Nam,IT-E6-K68-05,dat.bt236472@sis.hust.edu.vn,2005-08-24,1,851197031188,0985571607
20236473,ĐÀO THÀNH ĐẠT,Nam,IT-E6-K68-05,dat.dt236473@sis.hust.edu.vn,2005-09-11,1,724989315238,0905779838
20236474,DƯƠNG QUỐC ĐẠT,Nam,IT-E6-K68-05,dat.dq236474@sis.hust.edu.vn,2004-05-22,1,114023985447,0939672481
20236475,HOÀNG THÀNH ĐẠT,Nam,IT-E6-K68-05,dat.ht236475@sis.hust.edu.vn,2005-05-19,1,641552162954,0901758639
20236476,LẠI ĐỨC ĐẠT,Nam,IT-E6-K68-05,dat.ld236476@sis.hust.edu.vn,2005-04-30,1,163275503705,0976361837
20236477,LÊ TIẾN ĐẠT,Nam,IT-E6-K68-05,dat.lt236477@sis.hust.edu.vn,2005-10-05,1,328265380420,0935047181
20236478,NGUYỄN QUANG ĐẠT,Nam,IT-E7-K68-01,dat.nq236478@sis.hust.edu.vn,2005-03-14,1,767562971233,0978639943
20236479,NGUYỄN QUỐC ĐẠT,Nam,IT-E7-K68-01,dat.nq236479@sis.hust.edu.vn,2005-05-03,1,629308306266,0978734324
20236480,NGUYỄN QUỐC ĐẠT,Nam,IT-E7-K68-01,dat.nq236480@sis.hust.edu.vn,2005-04-27,1,048791354567,0988192705
20236481,NGUYỄN TIẾN ĐẠT,Nam,IT-E7-K68-01,dat.nt236481@sis.hust.edu.vn,2005-08-01,1,263261256984,0967052514
20236482,NGUYỄN VĂN ĐẠT,Nam,IT-E7-K68-01,dat.nv236482@sis.hust.edu.vn,2005-03-10,1,562841968203,0980263444
20236483,PHẠM THÀNH ĐẠT,Nam,IT-E7-K68-01,dat.pt236483@sis.hust.edu.vn,2005-06-01,1,324646359611,0921532848
20236486,PHÙNG PHƯỚC ĐẠT,Nam,IT-E7-K68-01,dat.pp236486@sis.hust.edu.vn,2005-10-11,1,102703395395,0986753154
